Tipo de operación,Producto y/o Servicio ,Subproducto,Causa ,Código de Producto ,Código de Causa ,CONSULTA ,RECLAMACIÓN ,ACLARACIÓN 
Operaciones Pasivas ,Cuenta de nómina ,Cuentas de depósito a la vista (CN) ,Consulta de saldos y movimientos no atendida ,'025811201188 ,'0712 ,,SI ,
Operaciones Pasivas ,Cuenta de nómina ,Cuentas de depósito a la vista (CN) ,Depósito no aplicado total o parcialmente ,'025811201188 ,'0713 ,,SI ,SI 
Operaciones Pasivas ,Cuenta de nómina ,Cuentas de depósito a la vista (CN) ,Transferencia electrónica no aplicada ,'025811201188 ,'0729 ,,SI ,SI 
Operaciones Pasivas ,Cuenta de nómina ,Cuentas de depósito a la vista (CN) ,No entrega de acuse de recepción de la aclaración ,'025811201188 ,'0770 ,,SI ,
Operaciones Pasivas ,Cuenta de nómina ,Cuentas de depósito a la vista (CN) ,Venta de seguros por teléfono ,'025811201188 ,'0834 ,,SI ,
Operaciones Pasivas ,Cuenta de nómina ,Cuentas de depósito a la vista (CN) ,Inconformidad con el cobro de comisión no reconocida o no pactada en el contrato ,'025811201188 ,'0849 ,,SI ,
Operaciones Pasivas ,Cuenta de nómina ,Cuentas de depósito a la vista (CN) ,Solicitud de entrega de recursos no atendida ,'025811201188 ,'0863 ,,SI ,
Operaciones Pasivas ,Cuenta de nómina ,Cuentas de depósito a la vista (CN) ,"Apertura de cuenta no solicitada ni autorizada por el Usuario, cliente y/o socio ",'025811201188 ,'0892 ,,SI ,
Operaciones Pasivas ,Cuenta de nómina ,Cuentas de depósito a la vista (CN) ,Bloqueo o cancelación del producto o servicio sin previo aviso ,'025811201188 ,'0895 ,,SI ,
Operaciones Pasivas ,Cuenta de nómina ,Cuentas de depósito a la vista (CN) ,Cobro no reconocido de comisiones por disposiciones de efectivo ,'025811201188 ,'0903 ,,SI ,SI 
Operaciones Pasivas ,Cuenta de nómina ,Cuentas de depósito a la vista (CN) ,Cuenta inactiva transferida a cuenta concentradora ,'025811201188 ,'0914 ,,SI ,
Operaciones Pasivas ,Cuenta de nómina ,Cuentas de depósito a la vista (CN) ,Inconformidad con el cobro de comisión no pactada por uso de terminal punto de venta ,'025811201188 ,'0951 ,,SI ,
Operaciones Pasivas ,Cuenta de nómina ,Cuentas de depósito a la vista (CN) ,Inconformidad con el cobro de comisión por anualidad ,'025811201188 ,'0952 ,,SI ,
Operaciones Pasivas ,Cuenta de nómina ,Cuentas de depósito a la vista (CN) ,Inconformidad con el cobro de comisión por cheque depositado devuelto al beneficiario ,'025811201188 ,'0954 ,,SI ,
Operaciones Pasivas ,Cuenta de nómina ,Cuentas de depósito a la vista (CN) ,Inconformidad con el cobro de comisión por portabilidad de nómina ,'025811201188 ,'0958 ,,SI ,SI 
Operaciones Pasivas ,Cuenta de nómina ,Cuentas de depósito a la vista (CN) ,"Inconformidad con el cobro de productos o servicios no contratados por el Usuario, cliente y/o socio ",'025811201188 ,'0967 ,,SI ,
Operaciones Pasivas ,Cuenta de nómina ,Cuentas de depósito a la vista (CN) ,Inconformidad con el cobro de varias comisiones por el mismo concepto/operación ,'025811201188 ,'0970 ,,SI ,SI 
Operaciones Pasivas ,Cuenta de nómina ,Cuentas de depósito a la vista (CN) ,Inconformidad con el monto en el cobro de impuestos ,'025811201188 ,'0987 ,,SI ,
Operaciones Pasivas ,Cuenta de nómina ,Cuentas de depósito a la vista (CN) ,Inconformidad con la aclaración de los términos del contrato ,'025811201188 ,'1005 ,,SI ,
Operaciones Pasivas ,Cuenta de nómina ,Cuentas de depósito a la vista (CN) ,Inconformidad con la no aceptación de pago con otro medio diferente al efectivo ,'025811201188 ,'1011 ,,SI ,
Operaciones Pasivas ,Cuenta de nómina ,Cuentas de depósito a la vista (CN) ,"Inconformidad por cargos no reconocidos en la cuenta por otras Instituciones financieras (Aseguradoras, SOFOM, etc.) ",'025811201188 ,'1021 ,,SI ,SI 
Operaciones Pasivas ,Cuenta de nómina ,Cuentas de depósito a la vista (CN) ,Incumplimiento con los términos del contrato ,'025811201188 ,'1042 ,,SI ,
Operaciones Pasivas ,Cuenta de nómina ,Cuentas de depósito a la vista (CN) ,"La Institución no puso a disposición del Usuario, cliente y/o socio el dictamen y la evidencia de su aclaración al término del plazo correspondiente (45 días naturales para operaciones en el país o 180 en el extranjero) ",'025811201188 ,'1055 ,,SI ,
Operaciones Pasivas ,Cuenta de nómina ,Cuentas de depósito a la vista (CN) ,"Modificación de comisiones sin aviso previo al Usuario, cliente y/o socio ",'025811201188 ,'1058 ,,SI ,
Operaciones Pasivas ,Cuenta de nómina ,Cuentas de depósito a la vista (CN) ,Negativa al pago de rendimientos ,'025811201188 ,'1068 ,,SI ,
Operaciones Pasivas ,Cuenta de nómina ,Cuentas de depósito a la vista (CN) ,"No envío de estados de cuenta al domicilio del Usuario, cliente y/o socio ",'025811201188 ,'1075 ,,SI ,
Operaciones Pasivas ,Cuenta de nómina ,Cuentas de depósito a la vista (CN) ,Orientación sobre el funcionamiento de productos y servicios financieros ,'025811201188 ,'1079 ,SI ,,
Operaciones Pasivas ,Cuenta de nómina ,Cuentas de depósito a la vista (CN) ,"Promociones, meses sin intereses, sorteos o premios no entregados o aplicados al Usuario, cliente y/o socio ",'025811201188 ,'1086 ,,SI ,SI 
Operaciones Pasivas ,Cuenta de nómina ,Cuentas de depósito a la vista (CN) ,Reactivación de cuenta no solicitada ,'025811201188 ,'1088 ,,SI ,
Operaciones Pasivas ,Cuenta de nómina ,Cuentas de depósito a la vista (CN) ,Solicitud de cancelación de producto o servicio no atendida y/o no aplicada ,'025811201188 ,'1101 ,,SI ,
Operaciones Pasivas ,Cuenta de nómina ,Cuentas de depósito a la vista (CN) ,Solicitud de portabilidad de nómina no atendida ,'025811201188 ,'1104 ,,SI ,
Operaciones Pasivas ,Cuenta de nómina ,Cuentas de depósito a la vista (CN) ,Solicitud para entrega de fondos a beneficiarios del titular fallecido no atendida ,'025811201188 ,'1114 ,,SI ,
Operaciones Pasivas ,Cuenta de nómina ,Cuentas de depósito a la vista (CN) ,Solicitud de estados de cuenta ,'025811201188 ,'1207 ,SI ,,
Operaciones Pasivas ,Cuenta de nómina ,Cuentas de depósito a la vista (CN) ,Información para la cancelación de producto o servicio ,'025811201188 ,'1217 ,SI ,,
Operaciones Pasivas ,Cuenta de nómina ,Cuentas de depósito a la vista (CN) ,"Disposición de efectivo en ventanilla y/o sucursal no reconocida por el Usuario, cliente y/o socio ",'025811201188 ,'1236 ,,SI ,
Operaciones Pasivas ,Cuenta de nómina ,Cuentas de depósito a la vista (CN) ,"Disposición de efectivo en cajero automático no reconocida por el Usuario, cliente y/o socio ",'025811201188 ,'1237 ,,SI ,
Operaciones Pasivas ,Información sobre productos y servicios financieros ,Información sobre productos y servicios financieros ,Orientación sobre el funcionamiento de productos y servicios financieros ,'025811211189 ,'1079 ,SI ,,
Operaciones Pasivas ,Retirables en días preestablecidos ,Cuentas de inversión (RP) ,Inconformidad con la alteración de pagarés (en importe) ,'025811221190 ,'0002 ,,SI ,SI 
Operaciones Pasivas ,Retirables en días preestablecidos ,Cuentas de inversión (RP) ,Instrucción no acatada ,'025811221190 ,'0167 ,,SI ,SI 
Operaciones Pasivas ,Retirables en días preestablecidos ,Cuentas de inversión (RP) ,Solicitud de estados de cuenta no atendida ,'025811221190 ,'0188 ,,SI ,
Operaciones Pasivas ,Retirables en días preestablecidos ,Cuentas de inversión (RP) ,Transferencia electrónica no reconocida ,'025811221190 ,'0548 ,,SI ,
Operaciones Pasivas ,Retirables en días preestablecidos ,Cuentas de inversión (RP) ,Cargos no reconocidos en la cuenta ,'025811221190 ,'0552 ,,SI ,SI 
Operaciones Pasivas ,Retirables en días preestablecidos ,Cuentas de inversión (RP) ,Consulta de saldos y movimientos no atendida ,'025811221190 ,'0712 ,,SI ,
Operaciones Pasivas ,Retirables en días preestablecidos ,Cuentas de inversión (RP) ,Depósito no aplicado total o parcialmente ,'025811221190 ,'0713 ,,SI ,SI 
Operaciones Pasivas ,Retirables en días preestablecidos ,Cuentas de inversión (RP) ,Renovación de inversión solicitada y no realizada ,'025811221190 ,'0723 ,,SI ,
Operaciones Pasivas ,Retirables en días preestablecidos ,Cuentas de inversión (RP) ,Renovación de inversión realizada sin autorización ,'025811221190 ,'0724 ,,SI ,
Operaciones Pasivas ,Retirables en días preestablecidos ,Cuentas de inversión (RP) ,Solicitud de devolución de recursos invertidos no entregados a su vencimiento ,'025811221190 ,'0727 ,,SI ,
Operaciones Pasivas ,Retirables en días preestablecidos ,Cuentas de inversión (RP) ,Transferencia electrónica no aplicada ,'025811221190 ,'0729 ,,SI ,SI 
Operaciones Pasivas ,Retirables en días preestablecidos ,Cuentas de inversión (RP) ,No entrega de acuse de recepción de la aclaración ,'025811221190 ,'0770 ,,SI ,
Operaciones Pasivas ,Retirables en días preestablecidos ,Cuentas de inversión (RP) ,Inconformidad con el cobro de comisión no reconocida o no pactada en el contrato ,'025811221190 ,'0849 ,,SI ,
Operaciones Pasivas ,Retirables en días preestablecidos ,Cuentas de inversión (RP) ,Solicitud de entrega de recursos no atendida ,'025811221190 ,'0863 ,,SI ,
Operaciones Pasivas ,Retirables en días preestablecidos ,Cuentas de inversión (RP) ,"Apertura de cuenta no solicitada ni autorizada por el Usuario, cliente y/o socio ",'025811221190 ,'0892 ,,SI ,
Operaciones Pasivas ,Retirables en días preestablecidos ,Cuentas de inversión (RP) ,Bloqueo o cancelación del producto o servicio sin previo aviso ,'025811221190 ,'0895 ,,SI ,
Operaciones Pasivas ,Retirables en días preestablecidos ,Cuentas de inversión (RP) ,Cuenta inactiva transferida a cuenta concentradora ,'025811221190 ,'0914 ,,SI ,
Operaciones Pasivas ,Retirables en días preestablecidos ,Cuentas de inversión (RP) ,"Inconformidad con el cobro de productos o servicios no contratados por el Usuario, cliente y/o socio ",'025811221190 ,'0967 ,,SI ,
Operaciones Pasivas ,Retirables en días preestablecidos ,Cuentas de inversión (RP) ,Inconformidad con el cobro de varias comisiones por el mismo concepto/operación ,'025811221190 ,'0970 ,,SI ,SI 
Operaciones Pasivas ,Retirables en días preestablecidos ,Cuentas de inversión (RP) ,Inconformidad con el monto de los rendimientos pagados ,'025811221190 ,'0981 ,,SI ,SI 
Operaciones Pasivas ,Retirables en días preestablecidos ,Cuentas de inversión (RP) ,Inconformidad con el monto en el cobro de impuestos ,'025811221190 ,'0987 ,,SI ,
Operaciones Pasivas ,Retirables en días preestablecidos ,Cuentas de inversión (RP) ,Inconformidad con la aclaración de los términos del contrato ,'025811221190 ,'1005 ,,SI ,
Operaciones Pasivas ,Retirables en días preestablecidos ,Cuentas de inversión (RP) ,Inconformidad con la no aceptación de pago con otro medio diferente al efectivo ,'025811221190 ,'1011 ,,SI ,
Operaciones Pasivas ,Retirables en días preestablecidos ,Cuentas de inversión (RP) ,Incumplimiento con los términos del contrato ,'025811221190 ,'1042 ,,SI ,
Operaciones Pasivas ,Retirables en días preestablecidos ,Cuentas de inversión (RP) ,"Modificación de comisiones sin aviso previo al Usuario, cliente y/o socio ",'025811221190 ,'1058 ,,SI ,
Operaciones Pasivas ,Retirables en días preestablecidos ,Cuentas de inversión (RP) ,Negativa al pago de rendimientos ,'025811221190 ,'1068 ,,SI ,
Operaciones Pasivas ,Retirables en días preestablecidos ,Cuentas de inversión (RP) ,"No envío de estados de cuenta al domicilio del Usuario, cliente y/o socio ",'025811221190 ,'1075 ,,SI ,
Operaciones Pasivas ,Retirables en días preestablecidos ,Cuentas de inversión (RP) ,Orientación sobre el funcionamiento de productos y servicios financieros ,'025811221190 ,'1079 ,SI ,,
Operaciones Pasivas ,Retirables en días preestablecidos ,Cuentas de inversión (RP) ,Solicitud de cancelación de producto o servicio no atendida y/o no aplicada ,'025811221190 ,'1101 ,,SI ,
Operaciones Pasivas ,Retirables en días preestablecidos ,Cuentas de inversión (RP) ,Solicitud para entrega de fondos a beneficiarios del titular fallecido no atendida ,'025811221190 ,'1114 ,,SI ,
Operaciones Pasivas ,Retirables en días preestablecidos ,Cuentas de inversión (RP) ,Solicitud de estados de cuenta ,'025811221190 ,'1207 ,SI ,,
Operaciones Pasivas ,Retirables en días preestablecidos ,Cuentas de inversión (RP) ,Información para la cancelación de producto o servicio ,'025811221190 ,'1217 ,SI ,,
Operaciones Pasivas ,Retirables en días preestablecidos ,Cuentas de inversión (RP) ,"Disposición de efectivo en ventanilla y/o sucursal no reconocida por el Usuario, cliente y/o socio ",'025811221190 ,'1236 ,,SI ,
Operaciones Pasivas ,Tarjeta de débito ,Cuentas de depósito a la vista (TD) ,Incumplimiento en la entrega de documentos ,'025811231191 ,'0162 ,,SI ,
Operaciones Pasivas ,Tarjeta de débito ,Cuentas de depósito a la vista (TD) ,Solicitud de estados de cuenta no atendida ,'025811231191 ,'0188 ,,SI ,
Operaciones Pasivas ,Tarjeta de débito ,Cuentas de depósito a la vista (TD) ,Devolución en comercio no aplicada ,'025811231191 ,'0519 ,,SI ,SI 
Operaciones Pasivas ,Tarjeta de débito ,Cuentas de depósito a la vista (TD) ,Transferencia electrónica no reconocida ,'025811231191 ,'0548 ,,SI ,
Operaciones Pasivas ,Tarjeta de débito ,Cuentas de depósito a la vista (TD) ,Cargos no reconocidos en la cuenta ,'025811231191 ,'0552 ,,SI ,SI 
Operaciones Pasivas ,Tarjeta de débito ,Cuentas de depósito a la vista (TD) ,Consumos no reconocidos ,'025811231191 ,'0557 ,,SI ,
Operaciones Pasivas ,Tarjeta de débito ,Cuentas de depósito a la vista (TD) ,Consumos vía internet no reconocidos ,'025811231191 ,'0559 ,,SI ,
Operaciones Pasivas ,Tarjeta de débito ,Cuentas de depósito a la vista (TD) ,Consulta de saldos y movimientos no atendida ,'025811231191 ,'0712 ,,SI ,
Operaciones Pasivas ,Tarjeta de débito ,Cuentas de depósito a la vista (TD) ,Depósito no aplicado total o parcialmente ,'025811231191 ,'0713 ,,SI ,SI 
Operaciones Pasivas ,Tarjeta de débito ,Cuentas de depósito a la vista (TD) ,Transferencia electrónica no aplicada ,'025811231191 ,'0729 ,,SI ,SI 
Operaciones Pasivas ,Tarjeta de débito ,Cuentas de depósito a la vista (TD) ,Inconformidad por cargo duplicado ,'025811231191 ,'0769 ,,SI ,SI 
Operaciones Pasivas ,Tarjeta de débito ,Cuentas de depósito a la vista (TD) ,No entrega de acuse de recepción de la aclaración ,'025811231191 ,'0770 ,,SI ,
Operaciones Pasivas ,Tarjeta de débito ,Cuentas de depósito a la vista (TD) ,Inconformidad con el cobro de comisión no reconocida o no pactada en el contrato ,'025811231191 ,'0849 ,,SI ,
Operaciones Pasivas ,Tarjeta de débito ,Cuentas de depósito a la vista (TD) ,Solicitud de entrega de recursos no atendida ,'025811231191 ,'0863 ,,SI ,
Operaciones Pasivas ,Tarjeta de débito ,Cuentas de depósito a la vista (TD) ,"Apertura de cuenta no solicitada ni autorizada por el Usuario, cliente y/o socio ",'025811231191 ,'0892 ,,SI ,
Operaciones Pasivas ,Tarjeta de débito ,Cuentas de depósito a la vista (TD) ,Bloqueo o cancelación del producto o servicio sin previo aviso ,'025811231191 ,'0895 ,,SI ,
